,Cover_Type
361596,2
11462,1
347466,0
307935,1
449087,0
299586,1
150466,1
191294,4
256629,1
18155,1
280620,2
447663,0
234489,2
460901,1
29115,1
267628,2
537504,0
118577,1
542756,1
135825,1
371897,6
425814,2
423991,1
280995,1
343639,1
33825,0
298826,1
347279,1
488855,6
156006,1
20019,1
308545,1
460537,0
284594,2
317958,1
182329,0
291668,5
531986,0
313191,0
185868,0
302899,0
430031,0
121817,1
126153,1
254364,2
104750,1
22227,1
537958,1
100389,0
365297,1
423922,0
337143,0
15733,1
317217,4
48144,1
100138,1
462419,1
564210,0
138419,1
140950,1
24125,1
96262,1
313510,1
374339,1
52585,0
920,4
85688,1
175008,1
119974,1
544725,0
257238,2
433233,0
572268,2
53726,1
35736,1
436908,0
308172,5
466377,1
386052,6
18589,1
43691,1
548356,1
487589,1
77270,1
134750,1
164735,1
180859,1
6716,2
231540,2
157402,1
252556,5
231048,1
37940,1
274387,3
221874,0
82852,0
311517,0
121891,1
313372,0
265524,5
163754,1
104380,1
393299,1
35156,1
227305,0
44297,1
129702,1
94266,1
231006,1
7172,2
405500,1
96949,1
211987,1
186296,1
418741,6
527652,0
343357,1
152037,1
360327,1
350104,0
512596,6
462170,0
398835,2
50320,1
463244,0
544539,0
391065,1
269282,0
406461,0
489050,1
59736,1
291562,1
456672,6
389654,1
289634,2
280255,5
520201,1
240420,1
220670,0
426717,0
50738,1
314658,4
251831,2
77410,1
168833,1
10507,1
522910,0
362126,1
403345,0
288608,3
98406,1
574900,2
261040,4
475497,6
154468,0
165820,0
390447,4
234756,1
244679,1
134620,1
397875,0
466450,1
339339,1
411353,0
21823,1
496330,0
63048,1
525165,0
355043,0
71150,1
455054,0
181747,0
264851,1
573508,2
63410,1
308987,1
164793,0
206629,0
470976,1
272525,0
233808,1
528124,0
392827,1
336338,1
564630,1
181570,0
60714,1
454720,0
176575,1
263996,4
497528,0
110943,1
406350,0
413236,1
13193,5
231676,0
476680,1
517879,1
428211,1
323442,1
90496,1
563619,0
539624,1
576234,1
551136,0
540720,0
13986,0
55408,1
344468,0
124422,1
492601,0
461127,6
548527,0
572622,1
393658,0
486329,1
43622,0
47141,0
58485,0
521436,0
106634,1
383679,1
536189,0
6683,0
222768,1
535270,0
279558,2
242711,1
258261,1
228484,1
137634,1
288769,5
382236,1
285364,5
379500,6
112324,1
529283,0
74231,0
554777,0
326661,0
194169,1
269304,0
545572,0
197180,0
562774,1
267368,0
505286,0
242436,1
247689,2
364831,1
126177,1
405954,0
341334,1
427968,0
573638,2
416936,0
287308,1
370963,0
28194,0
499244,0
506674,1
376619,1
330780,0
174292,0
570735,2
404483,0
391754,0
223388,1
493565,0
94310,1
136883,1
112300,1
231155,0
50750,1
506402,0
205647,0
211726,1
219203,2
317370,2
407146,0
398064,1
373978,1
375385,0
445675,1
298842,1
532589,1
286731,1
209541,0
275728,0
484352,1
10230,0
240091,1
489980,0
222117,1
389148,0
481112,1
205870,0
189837,0
365467,1
5723,2
65090,1
184246,0
376457,1
406907,1
574209,2
534686,1
354352,0
356004,1
410692,0
501344,6
465027,1
354811,0
290562,1
526444,0
439428,0
567926,1
245381,1
507251,0
253085,2
426976,0
481672,1
550073,1
127424,0
451788,1
253771,2
451266,1
234001,2
492510,1
380962,1
45850,1
391044,0
355588,0
450840,1
340896,6
117285,1
305130,1
503966,1
489968,0
489679,0
434468,0
472359,1
180167,1
125068,0
523075,1
439509,0
493263,0
320104,0
530954,1
223439,1
527478,0
345657,1
268720,2
73557,1
291842,0
446665,0
260538,1
196304,0
31066,1
473044,0
289140,2
277446,0
346401,1
71845,4
224445,6
282385,5
322123,0
202708,4
123698,1
34082,1
389882,0
299172,0
130056,1
84701,1
176176,1
543843,1
69478,1
448969,6
435403,0
348203,2
102818,0
245186,1
459310,0
338040,1
54435,1
488744,1
211805,0
487575,0
101256,1
305893,0
461681,0
360009,1
199966,4
424213,0
155373,1
140747,1
366227,0
246157,2
562153,1
550330,0
514004,0
241487,0
70731,1
350640,5
401173,6
268692,2
320354,0
558250,1
26636,1
512948,0
79518,1
286775,1
404658,1
283018,2
126607,1
139017,4
166557,0
521988,0
195549,0
499306,0
478070,1
548495,1
291614,2
185481,0
133137,1
443864,0
46884,1
515529,6
431239,1
570324,1
247569,1
26074,1
526050,0
369351,1
248317,5
443544,0
374403,1
182275,0
379906,0
15149,1
447272,0
196400,1
179227,0
347276,1
330043,0
4446,3
366995,6
76205,1
522481,1
37484,1
498211,1
67484,0
531385,1
390360,0
555852,1
182916,0
460380,1
82515,1
517287,0
332852,1
532312,0
418158,0
173404,1
42875,1
46781,0
434015,1
291912,1
90401,1
277247,2
110465,1
65829,0
153192,0
237025,1
101651,1
57304,1
51922,0
377153,0
40688,1
47941,0
196858,1
26245,1
240911,1
82821,1
570413,1
260553,2
64738,0
415453,0
436956,0
113248,1
277317,2
462872,0
404485,0
214267,0
42626,1
25312,1
203448,1
530861,0
490104,0
57672,1
365155,0
267372,0
543603,0
444166,0
359952,1
339325,0
497619,0
245907,1
343114,0
572098,1
520862,0
214358,6
453548,0
271946,1
53312,0
484527,1
449639,0
520989,0
289673,5
442222,1
411999,0
334725,0
136833,1
357783,1
444289,1
151300,1
244251,1
286346,2
573440,2
479853,1
349254,0
370952,1
221165,4
114003,1
545382,0
218221,1
42801,0
329059,0
291493,0
403121,0
265040,2
248382,4
154293,0
21937,0
369488,0
221868,0
259823,1
416585,2
514374,0
493146,0
247985,1
494600,1
375241,0
407984,0
74471,4
300816,1
279105,5
338109,2
32929,1
401912,0
411911,0
409530,0
302250,5
464141,0
76233,1
110351,1
86835,1
291765,2
44014,0
393305,1
379555,1
288764,5
107749,1
323897,0
554359,0
574302,5
539198,0
166886,0
138123,1
337210,1
235331,1
94917,1
145130,1
454951,6
419813,0
518207,0
75334,1
535170,0
569806,1
325088,1
179494,0
140974,1
562791,1
189148,0
394253,1
153813,1
481523,1
277213,2
74763,1
428998,0
430525,0
218857,1
46665,1
50724,1
466410,0
145797,1
346447,2
495518,0
439223,0
457901,1
492676,0
22386,1
186355,1
25354,1
4007,3
556492,0
364385,1
120571,1
286641,0
471059,0
272160,2
354128,0
44588,1
156088,1
570190,2
440232,0
324079,2
85934,0
120404,1
247632,5
230035,1
386340,1
577765,2
434031,0
206691,1
285303,2
363934,5
366150,1
231339,1
425914,0
530595,0
580796,2
328855,1
48760,1
224765,5
248909,6
135780,1
140428,4
125489,1
163633,0
231446,1
42338,1
234076,6
345818,1
544714,6
257031,1
218376,0
57512,0
288330,0
496147,1
10052,1
246658,5
95125,1
312969,1
92002,1
65232,0
1500,0
317731,6
369327,0
464144,0
20624,1
298663,0
91773,1
136721,1
76080,1
356266,1
265930,5
437436,1
144137,1
300866,5
345493,1
144573,0
383665,1
5725,5
498915,1
280243,5
296178,1
58085,0
300768,0
214821,0
353572,0
293420,1
200671,0
203265,0
128316,1
194966,1
262696,2
47305,1
182429,0
148450,1
445562,0
151224,0
147306,0
550802,1
296366,2
271299,5
128357,0
483420,0
525988,0
101769,1
99359,1
104944,0
292375,1
147471,1
267675,2
385828,1
258069,1
423356,0
452082,6
38419,1
306767,0
237997,1
367688,0
459334,0
495608,0
57917,1
166922,0
391838,0
313361,0
286760,1
465882,1
559302,1
481002,1
121277,1
455266,1
524020,0
190150,1
558535,1
156455,1
276607,2
459473,0
359866,0
302831,5
392164,2
532869,6
117763,1
196044,0
577733,2
72268,1
55330,1
503428,1
300294,0
554751,0
267449,0
279382,1
302063,1
503910,0
182206,1
35320,1
197140,1
201147,0
164538,0
74230,0
424973,0
72240,1
10275,0
315834,0
403246,0
132421,1
540746,0
414165,0
128453,1
330542,0
133524,0
75575,1
548061,1
524723,0
249268,1
398104,2
91764,1
50647,1
62238,0
563313,5
194289,1
531616,6
190509,1
322116,0
458466,1
273502,0
512682,0
309948,0
390036,0
250872,1
414887,0
540273,6
122923,0
363949,0
490675,0
202866,0
31183,1
273137,0
468168,0
122318,0
358284,6
37720,1
456573,0
30086,1
278059,0
476657,0
292068,2
52006,1
557235,0
214414,1
31650,0
244460,5
170975,0
338783,2
435813,0
300931,5
100444,1
71974,0
198945,0
555846,1
142915,1
569066,1
534921,1
511641,6
577572,5
325212,0
272570,1
119843,1
91525,1
219229,2
193002,0
266732,2
454803,1
314119,1
473042,1
159710,1
461241,0
235537,0
274358,2
277970,6
427204,1
18678,1
550843,0
297924,1
421664,0
511981,0
189241,0
327164,1
281412,5
336650,1
557194,1
495744,0
163393,0
392404,0
542913,0
151146,0
289360,6
23963,0
178979,0
254134,1
96169,1
302756,5
137931,1
361232,1
540445,0
258702,1
364911,1
216940,0
201908,1
167219,1
55828,1
442118,1
390800,1
160769,0
220585,1
85881,1
546091,1
392087,1
349527,0
278932,2
266594,1
442914,1
145989,1
393017,0
296649,1
573068,2
342701,1
402290,0
401870,6
56745,1
512647,0
565167,1
18731,0
399690,0
22885,1
305287,0
396338,0
34894,1
489,0
206297,1
511211,0
524709,0
56520,1
550786,1
301405,0
218964,0
333256,1
119615,1
50744,1
526793,1
36428,1
286002,5
553472,0
510621,6
174319,1
44851,1
96820,1
558647,1
76068,1
220319,0
137484,1
333170,2
442909,1
74157,1
206961,1
330000,0
135077,1
188961,1
294222,0
469434,0
124001,1
439150,0
138108,1
378696,0
3930,4
329336,0
197745,1
325641,0
182254,0
302018,1
14174,5
525037,0
238451,4
297720,2
556439,1
19473,1
525826,1
46758,0
450531,0
355903,1
147873,1
424476,0
15481,1
142853,4
91368,1
397698,0
489321,0
234698,1
513220,1
192866,1
173776,1
467149,0
222796,1
233850,1
268448,0
27637,1
322998,1
191032,4
191351,0
251116,1
437744,1
260782,1
204271,0
421428,0
74371,1
126272,1
174120,0
363814,1
513794,0
196076,0
423827,0
544072,1
370423,0
292745,6
194949,1
30228,1
43293,1
519243,6
2884,2
354831,2
63520,1
466562,0
281946,5
546709,0
327707,0
231750,1
76169,1
75447,1
416810,0
50942,1
180811,0
535903,1
24969,1
222006,1
546390,0
336627,0
384274,1
512893,0
435606,0
38194,0
331198,0
348196,4
482351,6
273526,1
302637,1
517016,6
571340,1
465861,0
403276,1
237801,5
394303,0
512631,0
26404,1
84836,1
534979,0
549290,1
468916,0
109458,1
513031,0
322772,0
80276,1
337233,0
353913,1
223262,1
523449,0
46524,1
288218,2
219147,1
416490,1
334841,0
161795,1
341314,0
394567,1
104170,1
558688,0
465938,1
562515,0
253123,2
546039,1
36654,0
399545,2
498569,0
351619,1
240380,1
112885,1
107651,1
350993,1
310524,0
41487,1
70708,1
189609,1
302762,2
399223,1
81832,1
148209,0
451571,0
38288,1
83804,1
332086,1
374651,1
536980,0
216322,0
258177,1
76739,1
75460,1
213609,0
149613,1
162105,0
110322,1
293436,1
436721,0
259930,1
111155,1
151154,0
339248,1
350052,0
80699,1
92180,1
579201,2
283670,5
525394,1
455462,6
480328,1
331498,0
212391,0
348934,0
378362,1
81184,0
8776,5
183476,0
397355,1
500660,1
249710,1
300243,0
191684,0
433880,1
523737,0
41789,1
371430,1
553540,1
178792,0
55994,1
294004,2
410950,0
61532,1
500877,0
168416,1
407957,0
250249,1
110064,1
255316,1
31556,0
518365,1
59623,0
563031,0
147436,1
161618,0
499991,1
61738,1
347595,1
552553,0
27228,0
307463,0
357982,2
452141,0
274027,0
72211,0
116811,1
437626,0
573237,2
351719,1
149549,0
405545,4
482520,1
531323,1
35898,1
499579,0
203740,1
209285,1
162470,0
560250,0
156995,1
231942,1
339831,0
340096,1
555120,0
27671,1
11272,5
283217,0
503163,0
371212,4
286664,0
523660,0
430110,0
204070,1
87253,1
254048,1
353441,1
398251,0
363746,1
45481,1
279660,5
371390,0
446158,1
193717,0
60652,1
578135,2
388952,1
221051,6
397932,0
312568,0
554989,0
458986,1
365840,1
126474,1
308375,1
167255,1
559974,5
19227,1
476808,1
416264,0
452810,1
553965,0
32296,0
459980,0
239072,1
7202,4
103002,1
536501,0
9535,6
181228,1
347948,0
26896,0
505392,0
402439,0
342825,0
451422,6
192876,1
414510,1
94328,1
153260,0
316094,1
555305,1
99465,0
387359,6
17953,1
293254,0
36092,1
500748,6
99191,1
432214,0
228824,1
9322,0
311813,1
394030,1
357671,6
323699,1
35332,1
193008,0
491374,0
232305,1
22663,0
287661,5
450239,1
393340,1
34336,1
377312,0
471181,1
35194,0
101223,1
318917,1
569334,1
324765,2
301978,0
270665,2
185051,1
192177,0
271181,2
253344,0
168436,1
389819,0
125694,1
494343,0
576843,2
223009,2
515565,6
534186,0
526717,0
557197,1
388031,0
354246,2
432409,0
504971,0
184764,0
235,1
326970,0
490866,0
563767,0
929,4
443721,0
544206,1
217024,6
246546,5
42615,1
295673,1
61472,0
36489,1
287921,0
7994,6
375805,5
493724,1
57841,0
232643,0
338076,1
178480,1
402466,0
156059,0
465985,0
81312,1
216705,0
556115,0
152354,1
407451,0
254751,1
296488,2
244490,2
322146,0
536132,0
209516,0
344732,0
80648,1
249462,2
523482,1
327406,1
187375,0
345857,2
56599,0
246159,2
245268,1
540231,0
4250,2
541758,6
147273,0
491580,0
255150,1
398746,1
480774,1
522587,1
379202,1
223083,6
193660,0
422733,0
173212,1
399641,1
391638,0
510408,0
42570,1
246512,1
304170,1
303370,0
11750,0
90661,1
483602,0
83931,1
285502,0
124110,1
572618,1
477849,1
6717,2
367908,0
149386,1
32547,1
509591,6
23454,1
404233,2
372398,0
398709,1
20935,1
213515,1
280030,2
234500,2
559258,1
31150,1
359305,0
78489,1
107481,1
290509,0
22927,0
300408,1
244672,1
75838,1
434147,0
176734,0
85822,1
440598,1
345524,0
182969,0
249332,2
186765,0
122024,1
251165,2
220433,1
333482,1
141567,1
497144,0
27718,1
593,1
340698,0
209911,1
478176,1
558970,2
50158,0
390503,0
201683,0
288304,6
508874,0
102294,0
161938,1
377241,4
228391,1
517876,1
265825,2
171289,0
357717,0
518051,1
271073,0
9650,0
417313,0
175728,1
225083,1
117478,1
112880,1
377904,0
512806,0
284265,5
463406,1
325135,6
289740,5
544028,0
54892,1
395496,0
314136,1
98805,1
374285,1
475134,0
310813,2
558217,1
162913,0
66709,1
576415,2
248508,0
33922,1
447014,1
475678,1
125234,0
274584,0
312287,1
39451,1
547887,0
280629,2
25421,1
28249,1
334764,0
66930,1
579772,2
580242,2
477873,1
473556,1
568605,1
111342,1
399474,2
188248,0
260093,3
66134,0
246497,1
112647,1
463915,0
263353,0
412852,0
69416,0
513672,1
6653,2
279784,0
334026,6
85226,1
444949,0
441936,0
174993,1
370360,1
289313,5
358770,1
479636,0
52495,1
521025,0
59066,0
378672,0
170200,1
3432,3
522138,1
502878,1
54683,1
189586,0
516577,0
251487,1
150013,0
314179,1
269657,2
579496,2
11652,4
282055,0
389028,0
11111,5
159368,1
137016,1
156148,1
11234,2
6274,5
82694,0
371633,2
44019,1
273040,0
552552,0
559022,0
302121,1
224025,0
150647,0
182577,1
183704,0
234486,2
503529,6
399247,1
386173,1
138267,1
520698,0
3536,4
337809,1
393208,0
489273,0
356625,1
158955,0
499947,0
28692,1
382770,0
420557,1
97629,1
72935,1
463409,1
216256,1
35111,1
31049,1
129564,1
82263,1
543092,0
461321,0
480849,1
272783,2
84548,1
167507,1
29047,1
471559,0
158222,0
250532,2
559651,1
94422,1
97491,0
361733,1
426417,0
357750,0
218232,1
225890,0
147704,0
30560,0
130879,1
454595,0
148454,1
452780,1
181960,1
98955,1
80596,1
108601,1
155407,1
91667,1
527709,0
473888,0
143779,1
241711,1
75159,1
134632,1
144266,0
551023,0
226649,1
110163,1
481041,1
137558,1
472223,1
151744,0
33169,1
110997,1
17810,1
59551,1
534248,0
415289,1
71312,1
383759,2
468164,0
4750,5
63511,0
282618,0
72652,1
393067,0
81789,0
526335,1
432035,1
18339,1
235317,1
465399,1
205284,0
308627,4
407185,0
317830,1
474520,1
168881,1
502415,0
252478,2
25556,0
466552,0
221214,1
530615,0
274258,2
280192,2
168150,1
495061,0
355798,0
371217,1
408119,0
395235,1
403602,2
441694,0
53476,1
130708,0
148266,0
167839,1
517481,0
131315,1
169394,0
286521,2
308530,1
265202,1
122420,0
59445,1
201521,0
221330,1
113179,1
452354,0
482606,0
260002,1
246585,2
513249,0
512298,1
287742,6
280956,0
88246,1
508255,1
215909,1
577156,2
32606,1
39577,1
532010,0
163488,0
375702,1
522458,6
404287,1
166761,1
186932,0
167096,1
451101,6
186077,1
398530,1
504253,1
455833,1
471769,0
337049,1
383651,1
267641,2
125358,1
415262,5
271881,0
41354,1
493422,6
208140,1
165713,1
381169,0
207676,0
3042,1
411469,0
334048,0
193171,1
87778,1
441917,1
562792,1
338378,0
240036,1
112784,1
507024,0
202183,4
3941,3
456668,6
34089,1
339413,1
40682,1
459812,0
404840,1
3231,2
136918,1
364505,5
555849,1
511538,1
523222,0
299588,1
463990,0
63258,0
105861,1
402352,1
285192,2
482897,1
509554,0
254538,1
336034,1
424552,1
413610,0
339352,1
168106,1
101844,4
189193,1
394004,1
568863,1
5226,5
160379,0
189268,1
105011,1
64249,1
2090,3
556105,0
551559,1
252727,0
36118,1
15767,1
480007,1
505400,0
320389,0
318286,1
16711,1
373487,1
188221,1
232974,5
469375,0
319898,1
348614,1
484474,1
157884,1
453472,0
79442,1
172295,1
514344,0
204982,1
514450,1
188425,1
239573,1
10185,6
226507,1
125010,1
199693,0
171076,1
530054,1
130230,1
463418,1
202718,0
86027,1
98141,1
202602,0
88683,1
182140,0
216786,1
481988,0
209240,0
521618,0
501514,0
474656,1
451498,0
216134,6
485014,0
245681,4
580160,5
147613,0
427788,1
290724,2
136971,1
53066,1
519683,0
409959,0
55086,1
112392,0
295860,5
389529,1
530601,0
47495,0
363333,2
112284,1
538942,0
426792,1
384721,6
26148,0
135471,1
231612,6
70694,0
94314,1
4118,3
53752,1
522402,0
477577,0
50838,0
7448,1
424641,1
268901,0
496865,6
386729,0
476558,1
378733,6
135848,1
176394,1
280240,5
28926,1
223200,1
54966,0
92912,0
158281,0
574466,5
59652,0
324801,1
504907,1
182317,0
421881,1
140624,1
108430,1
334016,0
335301,1
212200,1
278384,2
431597,0
304990,1
415448,0
337496,1
299664,5
293028,2
261393,1
418848,1
72671,1
142870,0
290809,2
543111,6
475833,6
64973,0
73644,1
286001,5
565662,1
514881,0
408987,4
57580,0
470321,1
430330,1
508014,0
293986,5
22183,0
12584,3
117525,0
73320,1
559944,0
267970,1
177646,1
331356,1
552060,0
548933,1
20784,1
17751,1
135882,1
27179,1
318436,0
115823,1
500129,0
277413,0
122939,1
22216,1
219200,1
561172,0
263230,2
514332,1
394880,0
508883,0
172116,0
311283,4
99722,0
357570,1
469073,6
183856,1
228930,1
352405,2
224035,1
201773,1
108057,1
298215,5
111018,0
458553,6
134224,1
239875,1
243530,2
370261,6
328364,0
417915,0
106011,1
520799,1
396740,2
464020,1
552500,1
551689,0
33938,1
251868,2
468392,1
117595,0
479039,6
501342,6
94695,1
529488,1
184752,0
93793,1
45526,0
447309,0
358946,0
536452,1
468699,1
117114,1
518957,0
427770,1
81374,1
322434,1
112015,0
550049,0
382566,0
174144,1
499948,0
135288,1
285791,2
306565,1
49530,1
353375,6
380776,6
204308,0
534391,0
196911,0
56788,0
578535,2
345024,0
475324,1
514331,1
550210,0
288646,2
203025,0
554274,1
333047,4
525260,0
133129,1
51900,0
197586,1
15086,2
343341,1
227910,1
370781,1
145112,1
42851,0
169111,0
399389,1
558749,0
49793,0
527809,0
283109,5
428129,0
357892,1
134406,4
266901,0
3830,3
514268,0
69359,1
239471,0
168341,0
528318,0
48354,0
513302,0
352253,1
175648,1
25299,1
308779,0
28378,1
11671,0
84120,1
77516,1
227681,2
555384,0
33675,1
495595,0
72129,1
191823,1
362201,0
175592,1
254322,2
178146,0
279850,0
35135,1
203465,1
30437,1
336436,0
496367,0
103388,1
173717,1
240009,1
30991,1
509629,0
393506,0
325770,1
22319,1
162940,1
504975,0
566523,2
412730,0
331462,0
333870,1
257593,1
333204,2
314917,0
143898,1
371734,0
25322,1
411968,1
393009,0
235300,0
167045,0
107723,1
394279,1
151830,0
324630,1
210862,0
469246,1
557242,0
114111,0
22359,1
405045,1
26269,0
196949,0
260479,1
79241,1
478718,1
408216,0
9677,6
75552,1
382776,0
119997,1
346983,1
513668,1
577222,2
123130,1
562566,1
63946,1
487884,0
250243,4
363491,1
486486,1
411540,1
485596,0
23305,1
456406,1
120667,0
501211,1
295540,2
173542,0
288782,2
288541,1
109807,1
261867,0
325477,2
71510,1
248613,1
375620,1
484261,0
51241,1
85489,1
567476,2
41252,0
502960,1
563238,1
245,1
311120,0
386459,0
305264,5
572528,1
452841,0
435989,0
75288,1
21434,1
449975,0
255841,1
111725,0
198920,0
185468,0
466671,0
92801,1
278291,2
21305,1
562935,1
176092,1
230625,0
116445,0
434861,0
428434,0
17902,1
360482,0
310184,4
132803,1
444956,0
156788,0
35094,1
487279,1
511467,0
108803,1
448614,1
262575,4
478598,0
246442,1
89717,0
343050,1
14181,4
4746,5
41396,1
464759,0
298561,5
83609,1
227603,1
210949,0
86323,1
172492,0
390661,6
218153,1
522589,1
555416,1
299252,1
452825,0
347866,1
545894,0
181922,0
91913,1
264909,5
286265,1
364343,1
347658,2
174487,1
205069,0
12646,3
20804,1
556323,1
364672,0
28945,1
91459,1
511733,0
533370,1
110336,1
425409,0
256264,1
306531,1
518224,0
44321,0
142322,1
187475,0
271861,0
223734,1
502401,0
242716,1
150995,0
183211,0
452371,0
546947,1
267510,4
395573,1
485987,1
349037,0
573833,2
290410,0
397009,0
82878,1
504830,0
422532,1
80350,0
275732,0
90702,1
331229,0
74886,1
161939,1
147800,1
36844,1
123672,1
302786,5
168137,1
567588,1
436802,0
144374,1
562443,1
224488,0
74741,1
173120,1
277456,0
545617,0
90583,1
420432,0
411867,0
304505,1
81818,0
201613,1
507132,1
273501,0
102576,1
222415,1
241031,1
11545,1
294975,5
37110,1
235542,0
517573,1
324806,1
7861,5
148615,0
547127,0
31058,1
119109,0
184279,0
121676,0
311343,1
415933,5
220924,1
452713,0
397110,6
552921,1
367449,1
398668,1
547267,0
190333,0
497754,1
330863,1
63800,1
185770,0
103039,1
106722,1
250776,1
229925,0
168480,1
347880,1
294630,6
93450,1
338590,1
192425,0
59638,0
565067,1
290502,1
486186,1
242839,1
526631,0
142519,0
4651,3
188231,0
24654,1
442634,0
479711,1
41009,1
547111,1
459164,0
178029,1
471460,1
360542,1
127754,0
529912,6
419509,0
489363,0
563682,1
409222,0
294427,2
438099,1
237298,1
193357,0
446993,1
15503,1
337663,0
179146,0
16968,1
16647,0
162454,0
94742,1
237621,0
190345,0
54020,1
480829,1
410475,0
22619,1
319505,0
309665,5
529132,1
531689,0
246381,1
435496,0
235235,1
480955,0
247635,5
388218,1
289519,1
504555,1
65859,0
126814,1
224061,1
307848,0
179386,1
234654,1
166615,0
213963,0
167948,1
499647,6
468634,0
462370,1
363194,4
290778,5
2500,5
381465,0
260739,6
522737,0
326067,1
39065,1
175900,0
538022,0
183566,1
525990,0
62543,0
